ip,request_count,max_req_count_5min,avg_req_count_5min,requests_per_second,avg_time_between_requests,unique_endpoints,unique_ids_accessed,status_404_count,max_error_rate_5min,suspicious_ua_ratio,bot_ratio,mobile_ratio,post_frequency,max_repeated_endpoint_hits,login_attempt_count,failed_login_count,failed_login_rate,max_login_req_per_min,avg_time_between_login_attempts,iso_prediction,iso_score_raw
23.101.169.3,1983,210,110.16666666666669,0.2145639471975763,4.662966700302724,696,542,0,0.0,0.0,0.0,0.0,0.0,23,0,0,0.0,0.0,0.0,-1,-0.12505948843674297
31.184.130.52,57,46,14.25,0.0477386934673366,21.321428571428573,54,54,51,1.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,-1,-0.03902658195002173
31.184.133.100,38,10,5.428571428571429,0.0157349896480331,65.27027027027027,38,67,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.09100985604423839
31.184.133.101,37,10,5.285714285714286,0.0153272576636288,67.05555555555556,37,65,0,0.1428571428571428,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.06681383733656665
31.184.133.102,35,10,5.0,0.0146750524109014,70.1470588235294,35,62,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1006443628211427
31.184.133.103,37,10,5.285714285714286,0.0155006284038542,66.30555555555556,37,58,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.0997135649930338
31.184.135.120,35,10,5.0,0.0145894122551062,70.55882352941177,35,63,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1003084134027391
31.184.135.121,39,10,5.571428571428571,0.0161090458488228,63.71052631578947,39,66,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.09003174104897249
31.184.135.122,35,10,5.0,0.0147182506307821,69.94117647058823,35,58,0,0.1666666666666666,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.07745846052993277
31.184.135.123,39,10,5.571428571428571,0.0164072360117795,62.55263157894737,39,71,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.08582218693589794
31.184.135.124,35,10,5.0,0.0145772594752186,70.61764705882354,35,57,0,0.1428571428571428,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.08129840884123762
31.2.151.223,14,5,2.333333333333333,0.0080971659919028,133.0,14,35,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2358266051958421
31.2.223.163,7,4,2.333333333333333,0.0085470085470085,136.5,7,16,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.25057939923472716
31.2.233.112,86,54,43.0,0.5308641975308642,1.9058823529411764,81,83,0,0.03125,0.0,0.0,1.0,0.0,6,0,0,0.0,0.0,0.0,1,0.12083294050342591
31.2.236.147,15,15,15.0,0.1020408163265306,10.5,15,18,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2402039552857806
31.2.251.187,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731
31.2.253.182,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
31.214.132.236,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24683447589878083
31.217.212.228,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731
31.47.39.190,68,68,68.0,0.4788732394366197,2.1194029850746268,67,35,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,1,0.12251666211221895
31.47.51.94,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
31.56.183.142,12,12,12.0,3.0,0.3636363636363636,12,21,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.22696564252952994
31.56.192.117,6,6,6.0,0.0845070422535211,14.2,6,17,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.25428163314127317
31.56.192.90,9,7,4.5,1.8,0.625,9,10,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.23967199955527968
31.56.218.141,5,3,2.5,0.0259067357512953,48.25,5,10,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2660391226528992
31.56.220.83,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
31.56.222.232,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2663234326004844
31.56.77.194,27,27,27.0,0.1636363636363636,6.346153846153846,25,36,0,0.074074074074074,0.0,0.0,1.0,0.0,3,0,0,0.0,0.0,0.0,1,0.18528377176014676
31.56.96.51,78,76,39.0,0.3277310924369748,3.090909090909091,72,68,0,0.0,0.0,0.0,1.0,0.0128205128205128,7,0,0,0.0,0.0,0.0,1,0.08110851846827427
31.56.99.92,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
31.57.147.234,29,29,29.0,1.1153846153846154,0.9285714285714286,29,26,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.20900895403246322
31.57.156.236,2,2,2.0,2.0,1.0,2,1,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24308220009223447
31.57.192.216,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24683447589878083
31.57.206.138,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
31.57.210.15,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
31.58.10.196,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731
31.58.174.131,2,1,1.0,0.4,5.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.272444351261475
31.58.190.45,2,2,2.0,0.02,100.0,2,6,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.23835794072825883
31.58.212.53,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
31.58.231.162,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24763291631524303
31.59.214.132,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
31.59.214.42,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731
31.59.217.97,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24763291631524303
31.59.221.124,2,2,2.0,0.1818181818181818,11.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27422920280354707
31.59.227.71,2,2,2.0,0.0869565217391304,23.0,2,6,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24696181682591845
31.59.231.61,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24763291631524303
31.59.232.4,2,2,2.0,0.0246913580246913,81.0,2,6,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24384319161997936
31.59.244.235,2,2,2.0,0.6666666666666666,3.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27051983536777646
31.7.116.200,2,2,2.0,1.0,2.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27039329365793413
34.234.221.103,4,4,4.0,2.0,0.6666666666666666,1,0,2,0.5,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,1,0.05651503005945435
34.247.132.53,186,7,5.027027027027027,0.0169398907103825,59.35135135135136,1,0,0,0.2857142857142857,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,0.0,1,0.025931976442636118
34.252.98.184,2,2,2.0,1.0,2.0,1,0,1,0.5,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,1,0.09679963381710233
35.182.176.64,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731
36.32.3.142,1,1,1.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24278264169499403
37.128.244.97,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731
37.129.110.227,3,3,3.0,0.073170731707317,20.5,3,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2718663878105258
37.129.124.111,1,1,1.0,1.0,0.0,1,1,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2660360988089254
37.129.126.79,2,2,2.0,0.0392156862745098,51.0,2,6,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27210129533899946
37.129.129.42,3,3,3.0,0.1153846153846153,13.0,3,7,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27319295250237563
37.129.132.75,87,56,43.5,0.8365384615384616,1.2093023255813953,82,83,0,0.0,0.0,0.0,1.0,0.0,6,0,0,0.0,0.0,0.0,1,0.1280543113569903
37.129.134.244,4,2,1.3333333333333333,0.006482982171799,205.66666666666663,4,10,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2562464383493032
37.129.181.150,2,2,2.0,0.0425531914893617,47.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27210129533899946
37.129.188.138,3,3,3.0,3.0,0.5,3,6,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24399073939908533
37.129.19.243,15,15,15.0,0.4411764705882353,2.4285714285714284,10,9,0,0.0,0.0,0.0,1.0,0.0,5,0,0,0.0,0.0,0.0,1,0.20813454214621852
37.129.199.230,65,56,21.666666666666668,0.0794621026894865,12.78125,56,56,0,0.0,0.0,0.0,1.0,0.0,7,0,0,0.0,0.0,0.0,1,0.13045960234103043
37.129.2.235,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
37.129.204.106,2,2,2.0,0.4,5.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27392319194713416
37.129.204.7,1,1,1.0,1.0,0.0,1,6,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27414556474865065
37.129.205.143,4,3,2.0,0.0275862068965517,48.333333333333336,4,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27088846566854685
37.129.232.66,20,20,20.0,4.0,0.2631578947368421,20,16,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.19040911738378158
37.129.232.88,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
37.129.238.246,1,1,1.0,1.0,0.0,1,7,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2736553432246908
37.129.240.178,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
37.129.254.26,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24683447589878083
37.129.26.156,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
37.129.49.57,3,2,1.5,0.0120967741935483,124.0,3,7,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.26581116310626884
37.129.57.45,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
37.129.71.203,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2663234326004844
37.129.71.238,2,2,2.0,0.1,20.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2738215632615118
37.137.118.248,2,2,2.0,0.2222222222222222,9.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2742938169918009
37.137.120.123,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731
37.137.246.31,3,2,1.5,0.0030549898167006,491.0,3,11,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24751078973398177
37.137.36.3,5,4,2.5,0.0128865979381443,97.0,5,10,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.23142612425912112
37.137.60.192,11,6,5.5,0.0748299319727891,14.7,11,30,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.249282982299861
37.137.93.144,2,2,2.0,0.0769230769230769,26.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2729068832344626
37.139.30.130,1,1,1.0,1.0,0.0,1,1,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2660360988089254
37.148.115.206,11,11,11.0,3.6666666666666665,0.3,6,1,8,0.7272727272727273,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.041797937267669116
37.153.179.172,32,32,32.0,1.1851851851851851,0.8709677419354839,31,33,0,0.03125,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.18560686454553477
37.153.185.74,2,2,2.0,2.0,0.0,2,6,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2564403168117421
37.153.187.36,6,5,3.0,0.0198019801980198,60.6,6,12,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.26213813491027743
37.156.133.252,6,6,6.0,0.0631578947368421,19.0,6,14,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.22476837802377242
37.156.158.47,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24763291631524303
37.156.61.40,31,31,31.0,1.631578947368421,0.6333333333333333,31,38,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.20080717468712272
37.156.62.66,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
37.202.145.184,2,2,2.0,2.0,1.0,2,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.22210594454739668
37.202.154.8,3,3,3.0,0.15,10.0,3,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27298152660708525
37.254.197.90,2,2,2.0,1.0,2.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27039329365793413
37.254.23.226,3,2,1.5,0.0108303249097472,138.5,3,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.26324667343062796
37.254.236.65,7,7,7.0,0.1346153846153846,8.666666666666666,7,19,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.25440724675627024
37.254.30.223,2,2,2.0,0.2222222222222222,9.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2742938169918009
37.255.10.217,2,2,2.0,0.1666666666666666,12.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27422920280354707
37.255.132.91,19,19,19.0,2.375,0.4444444444444444,19,17,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.16878281931496147
37.255.249.243,1,1,1.0,1.0,0.0,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.05716001806750992
37.255.33.26,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
37.27.144.72,59,32,29.5,0.472,2.155172413793104,51,45,0,0.0,0.0,0.0,1.0,0.0,6,0,0,0.0,0.0,0.0,1,0.16268381716803537
37.27.23.51,2,2,2.0,1.0,2.0,2,6,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24278701520325763
37.27.25.239,4,4,4.0,0.1290322580645161,10.333333333333334,4,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.26880042499390033
37.27.34.1,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
37.44.62.93,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
37.59.248.49,2,2,2.0,2.0,1.0,2,7,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2232308975912758
37.9.113.126,1,1,1.0,1.0,0.0,1,5,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.06804298516523866
37.9.113.152,75,8,3.409090909090909,0.0071090047393364,142.56756756756758,73,158,0,1.0,1.0,1.0,0.0,0.0,2,1,0,0.0,1.0,0.0,-1,-0.10852231331263018
37.9.113.36,1,1,1.0,1.0,0.0,1,2,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.06377489637067457
37.98.49.55,104,90,52.0,0.8888888888888888,1.135922330097087,99,92,0,0.0,0.0,0.0,1.0,0.0,4,0,0,0.0,0.0,0.0,1,0.09864244155671825
37.98.57.201,4,1,1.0,0.0004132658332472,3226.333333333333,1,0,0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,1,0.12231183307332838
40.77.167.129,14,13,7.0,0.0564516129032258,19.07692307692308,14,17,0,0.0,1.0,1.0,0.0714285714285714,0.0,1,0,0,0.0,0.0,0.0,1,0.11670588149743705
40.77.167.13,1059,68,52.95,0.1815221117586561,5.514177693761814,1043,717,11,0.0576923076923076,1.0,1.0,0.0132200188857412,0.0,2,15,0,0.0,1.0,389.2857142857143,-1,-0.19015031755120038
40.77.167.142,58,16,7.25,0.0186076355470003,54.68421052631579,57,76,0,0.0,1.0,1.0,0.0,0.0,2,0,0,0.0,0.0,0.0,1,0.049931254794283286
40.77.167.15,49,37,24.5,0.1380281690140845,7.395833333333333,49,164,1,0.027027027027027,1.0,1.0,0.0204081632653061,0.0,1,1,0,0.0,1.0,0.0,-1,-0.0807252566843859
40.77.167.170,1653,80,50.09090909090909,0.1749576629974597,5.719128329297821,1638,959,11,0.0307692307692307,1.0,1.0,0.0187537810042347,0.0,4,16,0,0.0,1.0,624.6,-1,-0.20493890894699274
40.77.167.45,1,1,1.0,1.0,0.0,1,4,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1742011669902001
40.77.188.1,49,49,49.0,9.8,0.1041666666666666,49,41,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.07662089021353402
40.77.188.111,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242
40.77.188.114,7,7,7.0,0.5833333333333334,2.0,7,8,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.22330638283288623
40.77.188.133,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242
40.77.188.158,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242
40.77.188.19,3,3,3.0,1.0,1.5,3,5,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.23912852936193613
40.77.188.204,2,2,2.0,2.0,1.0,2,2,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2442256883106524
40.77.188.211,2,2,2.0,0.4,5.0,2,7,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27392319194713416
40.77.188.238,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242
40.77.188.240,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242
40.77.188.243,2,2,2.0,2.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2241669696890562
40.77.188.253,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
40.77.188.43,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242
40.77.188.44,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242
40.77.188.53,4,4,4.0,0.5,2.6666666666666665,4,7,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.23962517277337053
40.77.188.60,2,2,2.0,2.0,1.0,2,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.22210594454739668
40.77.188.62,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242
40.77.188.80,2,2,2.0,0.2222222222222222,9.0,2,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24390337296083875
40.77.189.101,6,6,6.0,0.6,2.0,6,8,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.22531173200999483
40.77.189.103,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24683447589878083
40.77.189.110,6,6,6.0,0.8571428571428571,1.4,6,8,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.22516753671640777
40.77.189.149,2,2,2.0,2.0,1.0,2,2,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2442256883106524
40.77.189.18,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242
40.77.189.181,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242
40.77.189.188,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24683447589878083
40.77.189.19,2,2,2.0,1.0,2.0,2,5,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24271102779569992
40.77.189.193,9,4,3.0,0.0009894459102902,1137.0,9,12,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1922443762490863
40.77.189.198,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242
40.77.189.223,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
40.77.189.244,2,2,2.0,0.3333333333333333,6.0,2,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24442058017563645
40.77.189.247,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242
40.77.189.38,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242
40.77.189.43,2,2,2.0,0.25,8.0,2,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24390337296083875
40.77.189.49,5,5,5.0,0.5,2.5,5,7,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.23354105032275635
40.77.189.50,53,53,53.0,5.888888888888889,0.173076923076923,53,55,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.10426208888541266
40.77.189.52,10,8,5.0,0.4166666666666667,2.6666666666666665,10,14,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.21899967904251355
40.77.189.72,1,1,1.0,1.0,0.0,1,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2757846831061332
40.77.189.73,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242
40.77.189.83,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242
40.77.189.99,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242
40.77.190.2,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242
40.77.190.29,3,3,3.0,0.3333333333333333,4.5,3,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24132615632470544
40.77.190.31,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242
40.77.190.32,11,10,5.5,0.44,2.5,11,16,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.21530008268548273
40.77.190.34,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242
