ip,request_count,max_req_count_5min,avg_req_count_5min,requests_per_second,avg_time_between_requests,unique_endpoints,unique_ids_accessed,status_404_count,max_error_rate_5min,suspicious_ua_ratio,bot_ratio,mobile_ratio,post_frequency,max_repeated_endpoint_hits,login_attempt_count,failed_login_count,failed_login_rate,max_login_req_per_min,avg_time_between_login_attempts,iso_prediction,iso_score_raw
10.124.2.223,2,2,2.0,0.6666666666666666,3.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27051983536777646
102.102.124.56,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24683447589878083
103.102.221.226,1,1,1.0,1.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24351865502272252
103.216.160.242,2,2,2.0,1.0,2.0,2,10,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2672483661426283
103.28.132.72,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
104.129.192.119,4,2,2.0,0.0006442261233693,2069.6666666666665,1,0,0,0.0,1.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,1,0.10357016909811734
104.156.210.196,1,1,1.0,1.0,0.0,1,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2757846831061332
104.194.24.147,5,5,5.0,0.0980392156862745,12.75,5,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.26407757095222945
104.194.24.33,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
104.194.24.36,34,34,34.0,0.4047619047619047,2.5454545454545454,34,31,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2091876555955972
104.194.24.54,2,1,1.0,0.0129870129870129,154.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2613443840625071
104.194.25.125,2,2,2.0,0.25,8.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2750249841454396
104.194.25.155,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
104.194.25.207,3,3,3.0,0.375,4.0,3,7,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.272500903175306
104.237.139.121,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
104.237.226.173,3,2,1.5,0.001181567546278,1269.5,3,7,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.20683440752612375
104.244.77.52,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
104.248.138.192,15,15,15.0,0.4838709677419355,2.2142857142857144,14,26,0,0.0,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.2367523104946489
104.248.138.214,5,2,1.25,0.0048971596474045,255.25,5,15,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.21880573045185525
104.248.138.218,11,11,11.0,0.1692307692307692,6.5,9,9,0,0.0,0.0,0.0,1.0,0.0,3,0,0,0.0,0.0,0.0,1,0.23392806374922454
104.248.16.204,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242
104.248.18.164,2,1,1.0,0.0112994350282485,177.0,2,6,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.23451168976403203
104.248.18.220,24,12,12.0,0.0131940626717976,79.08695652173913,7,13,16,0.6666666666666666,0.0,0.0,1.0,0.0,4,0,0,0.0,0.0,0.0,1,0.031547097222264675
104.248.21.70,12,12,12.0,2.4,0.4545454545454545,7,13,8,0.6666666666666666,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.05298673090672479
104.248.82.241,3,3,3.0,0.0789473684210526,19.0,2,6,0,0.0,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.25308438436137487
104.248.92.0,25,25,25.0,1.0,1.0416666666666667,25,35,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.21999571489805508
104.249.46.34,2,2,2.0,2.0,1.0,2,12,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.21755866240816163
104.249.46.43,2,2,2.0,2.0,1.0,2,11,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.21931852667885482
104.249.46.45,2,2,2.0,1.0,2.0,2,12,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.23643358779843604
104.36.19.231,11,11,11.0,0.2972972972972973,3.7,6,4,8,0.7272727272727273,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.05873735140504077
108.26.219.129,12,12,12.0,2.4,0.4545454545454545,7,1,8,0.6666666666666666,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.0495892540847469
109.125.147.233,2,2,2.0,0.125,16.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2738215632615118
109.125.150.157,5,5,5.0,0.0649350649350649,19.25,5,10,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2622535842546173
109.125.156.244,25,18,5.0,0.0045339136742836,229.75,25,38,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.20260300984428498
109.125.174.101,58,55,29.0,0.0583501006036217,17.43859649122807,55,34,0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,1,0.13532244137051952
109.162.133.249,78,77,39.0,2.4375,0.4155844155844156,78,51,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.10850554805777185
109.162.141.33,2,2,2.0,2.0,1.0,2,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.22150331731295853
109.169.65.229,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
109.201.27.2,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
109.230.115.2,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24763291631524303
109.74.227.29,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
110.23.220.125,4,4,4.0,0.3636363636363636,3.6666666666666665,2,0,1,0.25,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,1,0.11572344925911598
113.203.124.184,42,32,21.0,0.1538461538461538,6.658536585365853,39,52,0,0.0,0.0,0.0,1.0,0.0238095238095238,4,0,0,0.0,0.0,0.0,1,0.14395169237804262
113.203.127.125,16,16,16.0,0.0597014925373134,17.866666666666667,16,43,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1909427572719118
113.203.25.12,2,2,2.0,0.1666666666666666,12.0,2,6,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27422920280354707
113.203.34.49,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
113.203.45.100,2,2,2.0,0.037037037037037,54.0,2,6,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27210129533899946
113.210.59.36,2,1,1.0,0.02,100.0,2,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.26421892116354756
116.202.28.181,2,2,2.0,0.0588235294117647,34.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2729068832344626
116.202.29.114,2,2,2.0,0.0266666666666666,75.0,2,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2717549583318338
116.202.29.152,2,2,2.0,0.1428571428571428,14.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2738215632615118
121.100.54.99,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731
121.57.225.132,1,1,1.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24278264169499403
123.125.71.112,1,1,1.0,1.0,0.0,1,12,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.17711526910163078
123.125.71.14,1,1,1.0,1.0,0.0,1,2,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1699165639682571
123.125.71.31,1,1,1.0,1.0,0.0,1,8,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.17576923399377797
123.125.71.43,1,1,1.0,1.0,0.0,1,8,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.17576923399377797
123.125.71.51,1,1,1.0,1.0,0.0,1,2,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1699165639682571
123.125.71.54,1,1,1.0,1.0,0.0,1,4,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1742011669902001
128.199.151.52,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
128.65.172.104,125,125,125.0,0.8741258741258742,1.153225806451613,99,95,0,0.008,0.0,0.0,1.0,0.016,12,0,0,0.0,0.0,0.0,-1,-0.012353528163823513
13.66.139.0,39,3,1.5,0.0036609405801182,280.3421052631579,39,99,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.09720773207060318
130.185.74.243,660,173,110.0,0.4755043227665706,2.1062215477996964,654,380,0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,-1,-0.07644687719583554
131.217.33.78,49,49,49.0,2.5789473684210527,0.3958333333333333,49,28,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.13405983016427242
134.96.225.55,5,5,5.0,2.5,0.5,5,7,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.21344497313000793
136.243.245.91,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
138.68.92.199,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
141.0.12.173,2,2,2.0,2.0,0.0,2,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2571446102272589
141.226.36.70,2,2,2.0,1.0,2.0,1,0,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,1,0.21495186060203098
141.8.132.18,1,1,1.0,1.0,0.0,1,12,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.0721235278548793
142.93.110.18,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
142.93.136.67,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
142.93.142.213,1,1,1.0,1.0,0.0,1,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2757846831061332
142.93.43.237,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
143.255.155.18,2,2,2.0,0.4,5.0,1,1,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,1,0.2198296219689102
144.76.119.99,58,20,14.5,0.0613756613756613,16.57894736842105,53,48,4,0.25,1.0,1.0,0.0,0.0,2,0,0,0.0,0.0,0.0,-1,-0.001597576594155048
146.185.133.111,170,102,85.0,0.5295950155763239,1.8994082840236688,156,143,0,0.0,0.0,0.0,1.0,0.0,11,0,0,0.0,0.0,0.0,1,0.01042733499807269
146.185.136.246,14,14,14.0,0.8235294117647058,1.3076923076923077,14,23,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24243981890130234
146.185.138.203,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
146.185.149.152,81,63,40.5,0.5094339622641509,1.9875,77,77,0,0.0,0.0,0.0,1.0,0.0,5,0,0,0.0,0.0,0.0,1,0.1353413456109303
146.185.154.135,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
147.135.11.116,2,1,1.0,0.0125786163522012,159.0,2,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.26100937122871015
147.135.128.130,46,46,46.0,0.5679012345679012,1.8,44,44,0,0.0,0.0,0.0,1.0,0.0,3,0,0,0.0,0.0,0.0,1,0.1789663086533151
149.202.166.112,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
149.202.184.84,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
149.56.96.135,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731
151.233.98.169,3,2,1.5,0.0303030303030303,49.5,3,7,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27052334105619197
151.234.26.133,2,2,2.0,0.2,10.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2742938169918009
151.235.102.64,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731
151.235.137.158,4,2,1.3333333333333333,0.0019314340898116,690.3333333333334,4,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2284269342432268
151.235.21.127,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2663234326004844
151.235.26.216,14,14,14.0,7.0,0.1538461538461538,7,15,0,0.0,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.18504031174292618
151.238.148.138,3,3,3.0,0.1153846153846153,13.0,3,15,0,0.6666666666666666,1.0,1.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.06775175385733656
151.238.157.22,10,10,10.0,0.8333333333333334,1.3333333333333333,10,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2477522306806096
151.238.166.6,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
151.238.242.237,21,21,21.0,0.3818181818181818,2.75,21,25,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.22388614121352934
151.238.244.186,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
151.238.248.189,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
151.239.139.199,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24683447589878083
151.239.147.192,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
151.239.150.233,2,2,2.0,0.3333333333333333,6.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2750249841454396
151.239.157.48,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
151.239.180.204,46,46,46.0,0.6052631578947368,1.6888888888888889,44,43,0,0.0,0.0,0.0,1.0,0.0,3,0,0,0.0,0.0,0.0,1,0.1786246651713691
151.239.183.138,2,2,2.0,0.25,8.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2750249841454396
151.239.186.14,63,63,63.0,0.6176470588235294,1.6451612903225807,55,27,0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,1,0.11075572964586067
151.239.191.244,15,14,7.5,0.0949367088607595,11.285714285714286,13,25,0,0.0,0.0,0.0,1.0,0.0,3,0,0,0.0,0.0,0.0,1,0.23010906562524636
151.239.23.76,6,3,2.0,0.0041637751561415,288.2,6,14,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24667115131527229
151.242.167.145,2,2,2.0,0.0149253731343283,134.0,2,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.26709855244947245
151.242.96.92,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24763291631524303
151.243.16.238,4,2,2.0,0.0123456790123456,108.0,4,11,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.26623323089062134
151.25.29.64,1,1,1.0,1.0,0.0,1,7,0,1.0,0.0,0.0,0.0,0.0,1,1,0,0.0,1.0,0.0,-1,-0.0022919523847049206
152.44.37.82,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
152.44.40.124,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
152.44.40.16,2,2,2.0,0.0202020202020202,99.0,2,6,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.268540657493321
154.59.47.31,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
157.55.13.64,1,1,1.0,1.0,0.0,1,1,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.16844351632980292
157.55.39.114,1,1,1.0,1.0,0.0,1,13,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.17571688565165983
157.55.39.164,2,1,1.0,0.0004971414367387,4023.0,2,8,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1507044590202543
157.55.39.175,48,17,6.857142857142857,0.0067179846046186,152.0212765957447,48,60,0,0.0,1.0,1.0,0.0416666666666666,0.0,1,0,0,0.0,0.0,0.0,1,0.06468895918907636
157.55.39.220,842,77,52.625,0.1880723698905517,5.323424494649228,829,646,5,0.02,1.0,1.0,0.0201900237529691,0.0,2,10,0,0.0,1.0,457.8888888888889,-1,-0.18537163034412263
157.55.39.236,87,12,4.142857142857143,0.0106761565836298,94.75581395348836,87,111,0,0.0,1.0,1.0,0.0229885057471264,0.0,1,0,0,0.0,0.0,0.0,1,0.03142822795608835
157.55.39.245,780,94,37.142857142857146,0.1150103214391035,8.706033376123235,763,723,12,0.1111111111111111,1.0,1.0,0.0307692307692307,0.0,2,5,0,0.0,1.0,546.0,-1,-0.18908587093750528
157.55.39.28,2,1,1.0,0.0015384615384615,1300.0,1,0,0,0.0,1.0,1.0,0.0,0.0,2,0,0,0.0,0.0,0.0,1,0.15500672520408243
158.58.102.245,2,1,1.0,0.0434782608695652,46.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27026034466932775
158.58.52.65,11,11,11.0,2.75,0.4,6,13,8,0.7272727272727273,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.046416437563420065
158.58.86.170,4,4,4.0,0.0363636363636363,36.66666666666666,4,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.26745586579000774
158.58.95.21,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
158.58.96.143,2,2,2.0,0.0606060606060606,33.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2729068832344626
158.58.98.2,2,2,2.0,2.0,1.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2536539520553533
158.69.85.71,18,8,6.0,0.0216867469879518,48.8235294117647,18,49,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2308562541028205
159.203.160.42,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
159.65.185.106,142,109,71.0,0.4176470588235294,2.4113475177304964,126,127,0,0.0091743119266055,0.0,0.0,1.0,0.0,12,0,0,0.0,0.0,0.0,1,0.016973814672867515
159.65.45.244,2,2,2.0,0.0416666666666666,48.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27210129533899946
159.89.111.18,23,23,23.0,1.0,1.0454545454545454,23,24,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2189189465439519
159.89.96.179,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
162.243.158.125,72,72,72.0,1.44,0.704225352112676,72,71,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.10491397762443977
164.215.218.89,5,2,1.25,0.003731343283582,335.0,5,13,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24593250032105807
164.215.238.149,37,37,37.0,0.925,1.1111111111111112,37,32,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.19634444177169197
165.225.72.155,2,2,2.0,1.0,2.0,1,0,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,1,0.21495186060203098
165.227.237.142,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
167.114.241.171,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731
167.99.252.9,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
167.99.62.251,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
17.58.102.43,577,23,15.594594594594597,0.0524450099981821,19.100694444444443,561,520,11,0.2608695652173913,1.0,1.0,0.0,0.0,5,1,0,0.0,1.0,0.0,-1,-0.16427578999352377
17.58.97.4,1,1,1.0,1.0,0.0,1,8,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.17576923399377797
172.104.154.208,2,2,2.0,0.6666666666666666,3.0,2,12,1,0.5,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.11397189214315523
172.20.2.174,373,70,10.08108108108108,0.0339492127059251,29.53494623655914,59,29,2,0.0285714285714285,0.0,0.0,0.0,0.0,307,0,0,0.0,0.0,0.0,-1,-0.03455624308280747
172.58.3.246,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
172.80.192.50,2,2,2.0,0.5,4.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2714490743435796
172.80.205.91,50,50,50.0,0.6578947368421053,1.5510204081632653,49,49,0,0.0,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.1794898253114316
172.80.207.128,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
172.80.228.99,4,2,1.3333333333333333,0.0009057971014492,1472.0,4,10,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2084291618513967
172.80.229.151,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
172.80.234.30,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
173.244.217.155,1,1,1.0,1.0,0.0,1,17,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.23744533771853477
173.249.54.67,6,6,6.0,0.2142857142857142,5.6,6,17,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2540776052932063
174.116.70.251,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
174.233.0.60,11,11,11.0,2.75,0.4,6,3,8,0.7272727272727273,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.04903559808699631
174.6.184.180,13,13,13.0,1.8571428571428568,0.5833333333333334,7,1,8,0.6153846153846154,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.05637817951817381
175.139.207.179,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
176.42.96.222,58,41,14.5,0.027191748710736,37.42105263157895,37,41,0,0.0,0.0,0.0,1.0,0.0,7,0,0,0.0,0.0,0.0,1,0.13633462004032604
176.58.102.207,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731
176.65.163.60,4,3,2.0,0.0164609053497942,81.0,4,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27009931741933574
176.65.169.113,138,58,34.5,0.1504907306434024,6.693430656934306,106,96,0,0.0,0.0,0.0,1.0,0.0,19,0,0,0.0,0.0,0.0,1,0.06169294087435939
176.65.177.140,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24683447589878083
176.65.181.114,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
