ip,request_count,max_req_count_5min,avg_req_count_5min,requests_per_second,avg_time_between_requests,unique_endpoints,unique_ids_accessed,status_404_count,max_error_rate_5min,suspicious_ua_ratio,bot_ratio,mobile_ratio,post_frequency,max_repeated_endpoint_hits,login_attempt_count,failed_login_count,failed_login_rate,max_login_req_per_min,avg_time_between_login_attempts
37.129.2.235,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.129.204.106,2,2,2.0,0.4,5.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.129.204.7,1,1,1.0,1.0,0.0,1,6,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.129.205.143,4,3,2.0,0.027586206896551724,48.333333333333336,4,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.129.232.66,20,20,20.0,4.0,0.2631578947368421,20,16,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.129.232.88,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.129.238.246,1,1,1.0,1.0,0.0,1,7,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.129.240.178,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.129.254.26,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
37.129.26.156,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.129.49.57,3,2,1.5,0.012096774193548387,124.0,3,7,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.129.57.45,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.129.71.203,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.129.71.238,2,2,2.0,0.1,20.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.137.118.248,2,2,2.0,0.2222222222222222,9.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.137.120.123,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.137.246.31,3,2,1.5,0.003054989816700611,491.0,3,11,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.137.36.3,5,4,2.5,0.01288659793814433,97.0,5,10,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
37.137.60.192,11,6,5.5,0.07482993197278912,14.7,11,30,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.137.93.144,2,2,2.0,0.07692307692307693,26.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.139.30.130,1,1,1.0,1.0,0.0,1,1,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.148.115.206,11,11,11.0,3.6666666666666665,0.3,6,1,8,0.7272727272727273,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0
37.153.179.172,32,32,32.0,1.1851851851851851,0.8709677419354839,31,33,0,0.03125,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0
37.153.185.74,2,2,2.0,2.0,0.0,2,6,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.153.187.36,6,5,3.0,0.019801980198019802,60.6,6,12,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.156.133.252,6,6,6.0,0.06315789473684211,19.0,6,14,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
37.156.158.47,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
37.156.61.40,31,31,31.0,1.631578947368421,0.6333333333333333,31,38,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.156.62.66,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.202.145.184,2,2,2.0,2.0,1.0,2,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
37.202.154.8,3,3,3.0,0.15,10.0,3,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.254.197.90,2,2,2.0,1.0,2.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.254.23.226,3,2,1.5,0.010830324909747292,138.5,3,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.254.236.65,7,7,7.0,0.1346153846153846,8.666666666666666,7,19,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.254.30.223,2,2,2.0,0.2222222222222222,9.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.255.10.217,2,2,2.0,0.16666666666666666,12.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.255.132.91,19,19,19.0,2.375,0.4444444444444444,19,17,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
37.255.249.243,1,1,1.0,1.0,0.0,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0
37.255.33.26,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.27.144.72,59,32,29.5,0.472,2.1551724137931036,51,45,0,0.0,0.0,0.0,1.0,0.0,6,0,0,0.0,0.0,0.0
37.27.23.51,2,2,2.0,1.0,2.0,2,6,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
37.27.25.239,4,4,4.0,0.12903225806451613,10.333333333333334,4,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.27.34.1,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.44.62.93,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
37.59.248.49,2,2,2.0,2.0,1.0,2,7,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
37.9.113.126,1,1,1.0,1.0,0.0,1,5,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0
37.9.113.152,75,8,3.409090909090909,0.0071090047393364926,142.56756756756758,73,158,0,1.0,1.0,1.0,0.0,0.0,2,1,0,0.0,1.0,0.0
37.9.113.36,1,1,1.0,1.0,0.0,1,2,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0
37.98.49.55,104,90,52.0,0.8888888888888888,1.1359223300970873,99,92,0,0.0,0.0,0.0,1.0,0.0,4,0,0,0.0,0.0,0.0
37.98.57.201,4,1,1.0,0.0004132658332472363,3226.3333333333335,1,0,0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0
40.77.167.129,14,13,7.0,0.056451612903225805,19.076923076923077,14,17,0,0.0,1.0,1.0,0.07142857142857142,0.0,1,0,0,0.0,0.0,0.0
40.77.167.13,1059,68,52.95,0.18152211175865615,5.514177693761814,1043,717,11,0.057692307692307696,1.0,1.0,0.013220018885741265,0.0,2,15,0,0.0,1.0,389.2857142857143
40.77.167.142,58,16,7.25,0.01860763554700032,54.68421052631579,57,76,0,0.0,1.0,1.0,0.0,0.0,2,0,0,0.0,0.0,0.0
40.77.167.15,49,37,24.5,0.13802816901408452,7.395833333333333,49,164,1,0.02702702702702703,1.0,1.0,0.02040816326530612,0.0,1,1,0,0.0,1.0,0.0
40.77.167.170,1653,80,50.09090909090909,0.17495766299745977,5.719128329297821,1638,959,11,0.03076923076923077,1.0,1.0,0.018753781004234724,0.0,4,16,0,0.0,1.0,624.6
40.77.167.45,1,1,1.0,1.0,0.0,1,4,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.188.1,49,49,49.0,9.8,0.10416666666666667,49,41,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.188.111,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.188.114,7,7,7.0,0.5833333333333334,2.0,7,8,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.188.133,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.188.158,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.188.19,3,3,3.0,1.0,1.5,3,5,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.188.204,2,2,2.0,2.0,1.0,2,2,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
40.77.188.211,2,2,2.0,0.4,5.0,2,7,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
40.77.188.238,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.188.240,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.188.243,2,2,2.0,2.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.188.253,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
40.77.188.43,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.188.44,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.188.53,4,4,4.0,0.5,2.6666666666666665,4,7,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.188.60,2,2,2.0,2.0,1.0,2,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.188.62,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.188.80,2,2,2.0,0.2222222222222222,9.0,2,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.101,6,6,6.0,0.6,2.0,6,8,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.103,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.110,6,6,6.0,0.8571428571428571,1.4,6,8,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.149,2,2,2.0,2.0,1.0,2,2,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.18,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.181,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.188,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.19,2,2,2.0,1.0,2.0,2,5,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.193,9,4,3.0,0.0009894459102902375,1137.0,9,12,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.198,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.223,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.244,2,2,2.0,0.3333333333333333,6.0,2,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.247,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.38,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.43,2,2,2.0,0.25,8.0,2,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.49,5,5,5.0,0.5,2.5,5,7,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.50,53,53,53.0,5.888888888888889,0.17307692307692307,53,55,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.52,10,8,5.0,0.4166666666666667,2.6666666666666665,10,14,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.72,1,1,1.0,1.0,0.0,1,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.73,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.83,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.189.99,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.190.2,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.190.29,3,3,3.0,0.3333333333333333,4.5,3,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.190.31,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.190.32,11,10,5.5,0.44,2.5,11,16,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.190.34,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.190.87,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.190.88,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.192.107,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.192.141,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
40.77.192.15,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.192.152,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.192.162,1,1,1.0,1.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.192.195,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.192.20,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.192.203,1,1,1.0,1.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.192.23,1,1,1.0,1.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.192.244,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.192.247,1,1,1.0,1.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.192.63,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.192.74,1,1,1.0,1.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.193.103,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.193.112,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.193.115,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.193.13,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.193.130,39,39,39.0,6.5,0.15789473684210525,39,43,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.193.156,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.193.168,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.193.18,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.193.190,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.193.20,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.193.218,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.193.228,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.193.230,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.193.25,1,1,1.0,1.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.193.47,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.193.68,1,1,1.0,1.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.193.79,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.193.80,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.193.84,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.193.91,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.193.97,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.194.104,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.194.108,1,1,1.0,1.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.194.118,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.194.157,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.194.161,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.194.170,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.194.223,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.194.225,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.194.230,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.194.243,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.194.26,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.194.31,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.194.79,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.195.130,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.195.16,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.195.177,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.195.197,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.195.211,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.195.42,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.195.69,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.195.79,2,1,1.0,0.0008453085376162299,2366.0,2,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.195.83,1,1,1.0,1.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.252.109,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.252.124,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.252.152,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.252.154,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.252.162,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.252.191,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.252.209,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.252.9,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.253.119,5,5,5.0,5.0,0.0,5,7,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.253.122,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.253.125,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.253.168,11,11,11.0,2.75,0.4,11,11,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
40.77.253.192,1,1,1.0,1.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.253.249,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.253.31,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.253.54,13,13,13.0,13.0,0.08333333333333333,13,15,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.253.73,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
40.77.253.75,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
42.112.163.67,1,1,1.0,1.0,0.0,1,10,0,1.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
45.76.129.35,2,2,2.0,2.0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0
46.100.230.248,34,26,17.0,0.37777777777777777,2.727272727272727,34,31,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
46.100.231.201,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
46.101.197.229,9,5,3.0,0.009635974304068522,116.75,8,23,0,0.0,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0
46.101.204.36,2,2,2.0,0.018518518518518517,108.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
46.105.109.119,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
46.167.130.122,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
46.167.130.211,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
46.167.132.214,68,59,34.0,0.24028268551236748,4.223880597014926,57,29,0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0
46.224.118.22,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
46.224.251.122,31,21,15.5,0.29245283018867924,3.533333333333333,30,33,0,0.0,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0
46.224.77.32,12,12,12.0,0.2222222222222222,4.909090909090909,12,31,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
46.224.90.246,6,2,1.2,0.0009252120277563608,1297.0,6,16,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
46.225.13.219,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
46.225.135.218,47,44,23.5,0.19831223628691982,5.1521739130434785,44,23,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0
46.225.137.68,249,111,83.0,0.311639549436796,3.221774193548387,221,213,0,0.012195121951219513,0.0,0.0,1.0,0.0,21,0,0,0.0,0.0,0.0
46.229.161.131,1,1,1.0,1.0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0
46.248.52.126,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
46.248.52.83,48,26,16.0,0.13559322033898305,7.531914893617022,43,37,0,0.0,0.0,0.0,1.0,0.0,4,0,0,0.0,0.0,0.0
