ip,request_count,max_req_count_5min,avg_req_count_5min,requests_per_second,avg_time_between_requests,unique_endpoints,unique_ids_accessed,status_404_count,max_error_rate_5min,suspicious_ua_ratio,bot_ratio,mobile_ratio,post_frequency,max_repeated_endpoint_hits,login_attempt_count,failed_login_count,failed_login_rate,max_login_req_per_min,avg_time_between_login_attempts,iso_prediction,iso_score_raw,dbscan_label,ae_prediction,ae_reconstruction_error,iso_anomaly_score,dbscan_anomaly_score,ae_anomaly_score,risk_score,risk_level
10.124.2.223,2,2,2.0,0.6666666666666666,3.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2705198353677764,0,1,0.0013909333747136,0,0,0,0.0,Low
102.102.124.56,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2468344758987808,0,1,0.0160075763498119,0,0,0,0.0,Low
103.102.221.226,1,1,1.0,1.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2435186550227225,0,1,0.0157793819423944,0,0,0,0.0,Low
103.216.160.242,2,2,2.0,1.0,2.0,2,10,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2672483661426283,0,1,0.0023570502397038,0,0,0,0.0,Low
103.28.132.72,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053,0,1,0.0022868837414865,0,0,0,0.0,Low
104.129.192.119,4,2,2.0,0.0006442261233693,2069.6666666666665,1,0,0,0.0,1.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,1,0.1035701690981173,0,1,0.2262292529601001,0,0,0,0.0,Low
104.156.210.196,1,1,1.0,1.0,0.0,1,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2757846831061332,0,1,0.0022189005434929,0,0,0,0.0,Low
104.194.24.147,5,5,5.0,0.0980392156862745,12.75,5,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2640775709522294,0,1,0.0027917678774119,0,0,0,0.0,Low
104.194.24.33,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2745855554154426,0,1,0.0021274561347543,0,0,0,0.0,Low
104.194.24.36,34,34,34.0,0.4047619047619047,2.5454545454545454,34,31,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2091876555955972,0,1,0.018473266657543,0,0,0,0.0,Low
104.194.24.54,2,1,1.0,0.0129870129870129,154.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2613443840625071,0,1,0.0043514577996271,0,0,0,0.0,Low
104.194.25.125,2,2,2.0,0.25,8.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2750249841454396,0,1,0.0016212509952278,0,0,0,0.0,Low
104.194.25.155,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053,0,1,0.0022868837414865,0,0,0,0.0,Low
104.194.25.207,3,3,3.0,0.375,4.0,3,7,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.272500903175306,0,1,0.0013280242159834,0,0,0,0.0,Low
104.237.139.121,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053,0,1,0.0022868837414865,0,0,0,0.0,Low
104.237.226.173,3,2,1.5,0.001181567546278,1269.5,3,7,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2068344075261237,0,1,0.0998406591873053,0,0,0,0.0,Low
104.244.77.52,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2745855554154426,0,1,0.0021274561347543,0,0,0,0.0,Low
104.248.138.192,15,15,15.0,0.4838709677419355,2.2142857142857144,14,26,0,0.0,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.2367523104946489,0,1,0.0027260567269459,0,0,0,0.0,Low
104.248.138.214,5,2,1.25,0.0048971596474045,255.25,5,15,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2188057304518552,0,1,0.032996149877386,0,0,0,0.0,Low
104.248.138.218,11,11,11.0,0.1692307692307692,6.5,9,9,0,0.0,0.0,0.0,1.0,0.0,3,0,0,0.0,0.0,0.0,1,0.2339280637492245,0,1,0.0056940052721817,0,0,0,0.0,Low
104.248.16.204,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242,0,1,0.0158881429031396,0,0,0,0.0,Low
104.248.18.164,2,1,1.0,0.0112994350282485,177.0,2,6,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.234511689764032,0,1,0.0299065725954196,0,0,0,0.0,Low
104.248.18.220,24,12,12.0,0.0131940626717976,79.08695652173913,7,13,16,0.6666666666666666,0.0,0.0,1.0,0.0,4,0,0,0.0,0.0,0.0,1,0.0315470972222646,0,1,0.9191012984164691,0,0,0,0.0,Low
104.248.21.70,12,12,12.0,2.4,0.4545454545454545,7,13,8,0.6666666666666666,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.0529867309067247,0,1,0.552745815796591,0,0,0,0.0,Low
104.248.82.241,3,3,3.0,0.0789473684210526,19.0,2,6,0,0.0,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.2530843843613748,0,1,0.0028714603012312,0,0,0,0.0,Low
104.248.92.0,25,25,25.0,1.0,1.0416666666666667,25,35,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.219995714898055,0,1,0.0092433443008563,0,0,0,0.0,Low
104.249.46.34,2,2,2.0,2.0,1.0,2,12,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2175586624081616,0,1,0.0510998901979192,0,0,0,0.0,Low
104.249.46.43,2,2,2.0,2.0,1.0,2,11,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2193185266788548,0,1,0.0506803294547758,0,0,0,0.0,Low
104.249.46.45,2,2,2.0,1.0,2.0,2,12,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.236433587798436,0,1,0.0150298925180692,0,0,0,0.0,Low
104.36.19.231,11,11,11.0,0.2972972972972973,3.7,6,4,8,0.7272727272727273,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.0587373514050407,0,1,0.9084483027283774,0,0,0,0.0,Low
108.26.219.129,12,12,12.0,2.4,0.4545454545454545,7,1,8,0.6666666666666666,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.0495892540847469,0,1,0.549207725363182,0,0,0,0.0,Low
109.125.147.233,2,2,2.0,0.125,16.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2738215632615118,0,1,0.0022954085935086,0,0,0,0.0,Low
109.125.150.157,5,5,5.0,0.0649350649350649,19.25,5,10,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2622535842546173,0,1,0.0030024953013556,0,0,0,0.0,Low
109.125.156.244,25,18,5.0,0.0045339136742836,229.75,25,38,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2026030098442849,0,1,0.0188343257244969,0,0,0,0.0,Low
109.125.174.101,58,55,29.0,0.0583501006036217,17.43859649122807,55,34,0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,1,0.1353224413705195,0,1,0.2917194610001865,0,0,0,0.0,Low
109.162.133.249,78,77,39.0,2.4375,0.4155844155844156,78,51,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1085055480577718,0,1,0.284491157339304,0,0,0,0.0,Low
109.162.141.33,2,2,2.0,2.0,1.0,2,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2215033173129585,0,1,0.0477834952923372,0,0,0,0.0,Low
109.169.65.229,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053,0,1,0.0022868837414865,0,0,0,0.0,Low
109.201.27.2,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2745855554154426,0,1,0.0021274561347543,0,0,0,0.0,Low
109.230.115.2,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.247632916315243,0,1,0.016137684093879,0,0,0,0.0,Low
109.74.227.29,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2745855554154426,0,1,0.0021274561347543,0,0,0,0.0,Low
110.23.220.125,4,4,4.0,0.3636363636363636,3.6666666666666665,2,0,1,0.25,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,1,0.1157234492591159,0,1,0.1694033514301035,0,0,0,0.0,Low
113.203.124.184,42,32,21.0,0.1538461538461538,6.658536585365853,39,52,0,0.0,0.0,0.0,1.0,0.0238095238095238,4,0,0,0.0,0.0,0.0,1,0.1439516923780426,0,1,0.1001592701786757,0,0,0,0.0,Low
113.203.127.125,16,16,16.0,0.0597014925373134,17.866666666666667,16,43,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1909427572719118,0,1,0.07202015357764,0,0,0,0.0,Low
113.203.25.12,2,2,2.0,0.1666666666666666,12.0,2,6,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.274229202803547,0,1,0.0019244867303162,0,0,0,0.0,Low
113.203.34.49,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2745855554154426,0,1,0.0021274561347543,0,0,0,0.0,Low
113.203.45.100,2,2,2.0,0.037037037037037,54.0,2,6,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2721012953389994,0,1,0.0029618505391073,0,0,0,0.0,Low
113.210.59.36,2,1,1.0,0.02,100.0,2,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2642189211635475,0,1,0.0035490042593237,0,0,0,0.0,Low
116.202.28.181,2,2,2.0,0.0588235294117647,34.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2729068832344626,0,1,0.0028013796868303,0,0,0,0.0,Low
116.202.29.114,2,2,2.0,0.0266666666666666,75.0,2,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2717549583318338,0,1,0.0030090264996685,0,0,0,0.0,Low
116.202.29.152,2,2,2.0,0.1428571428571428,14.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2738215632615118,0,1,0.0021740952678045,0,0,0,0.0,Low
121.100.54.99,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731,0,1,0.0023729166104672,0,0,0,0.0,Low
121.57.225.132,1,1,1.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.242782641694994,0,1,0.0156812864842024,0,0,0,0.0,Low
123.125.71.112,1,1,1.0,1.0,0.0,1,12,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1771152691016307,0,1,0.1134450834201769,0,0,0,0.0,Low
123.125.71.14,1,1,1.0,1.0,0.0,1,2,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1699165639682571,0,1,0.1145346569481825,0,0,0,0.0,Low
123.125.71.31,1,1,1.0,1.0,0.0,1,8,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1757692339937779,0,1,0.1136826623458396,0,0,0,0.0,Low
123.125.71.43,1,1,1.0,1.0,0.0,1,8,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1757692339937779,0,1,0.1136826623458396,0,0,0,0.0,Low
123.125.71.51,1,1,1.0,1.0,0.0,1,2,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1699165639682571,0,1,0.1145346569481825,0,0,0,0.0,Low
123.125.71.54,1,1,1.0,1.0,0.0,1,4,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1742011669902001,0,1,0.1142031285623663,0,0,0,0.0,Low
128.199.151.52,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053,0,1,0.0022868837414865,0,0,0,0.0,Low
128.65.172.104,125,125,125.0,0.8741258741258742,1.153225806451613,99,95,0,0.008,0.0,0.0,1.0,0.016,12,0,0,0.0,0.0,0.0,-1,-0.0123535281638235,0,1,0.6382498146215907,1,0,0,0.4,Medium
13.66.139.0,39,3,1.5,0.0036609405801182,280.3421052631579,39,99,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.0972077320706031,0,1,0.1181588472541442,0,0,0,0.0,Low
130.185.74.243,660,173,110.0,0.4755043227665706,2.1062215477996964,654,380,0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,-1,-0.0764468771958355,-1,1,1.6565765537315615,1,1,0,0.7,High
131.217.33.78,49,49,49.0,2.5789473684210527,0.3958333333333333,49,28,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1340598301642724,0,1,0.2041995347617929,0,0,0,0.0,Low
134.96.225.55,5,5,5.0,2.5,0.5,5,7,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2134449731300079,0,1,0.0466513023660668,0,0,0,0.0,Low
136.243.245.91,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053,0,1,0.0022868837414865,0,0,0,0.0,Low
138.68.92.199,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053,0,1,0.0022868837414865,0,0,0,0.0,Low
141.0.12.173,2,2,2.0,2.0,0.0,2,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2571446102272589,0,1,0.0155253932349692,0,0,0,0.0,Low
141.226.36.70,2,2,2.0,1.0,2.0,1,0,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,1,0.2149518606020309,0,1,0.0147617637176846,0,0,0,0.0,Low
141.8.132.18,1,1,1.0,1.0,0.0,1,12,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.0721235278548793,1,1,0.5922200062867217,0,0,0,0.0,Low
142.93.110.18,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2745855554154426,0,1,0.0021274561347543,0,0,0,0.0,Low
142.93.136.67,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053,0,1,0.0022868837414865,0,0,0,0.0,Low
142.93.142.213,1,1,1.0,1.0,0.0,1,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2757846831061332,0,1,0.0022189005434929,0,0,0,0.0,Low
142.93.43.237,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2745855554154426,0,1,0.0021274561347543,0,0,0,0.0,Low
143.255.155.18,2,2,2.0,0.4,5.0,1,1,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,1,0.2198296219689102,0,1,0.0162294090156581,0,0,0,0.0,Low
144.76.119.99,58,20,14.5,0.0613756613756613,16.57894736842105,53,48,4,0.25,1.0,1.0,0.0,0.0,2,0,0,0.0,0.0,0.0,-1,-0.001597576594155,0,1,0.1662285118534241,1,0,0,0.4,Medium
146.185.133.111,170,102,85.0,0.5295950155763239,1.8994082840236688,156,143,0,0.0,0.0,0.0,1.0,0.0,11,0,0,0.0,0.0,0.0,1,0.0104273349980726,0,1,0.2402277244254579,0,0,0,0.0,Low
146.185.136.246,14,14,14.0,0.8235294117647058,1.3076923076923077,14,23,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2424398189013023,0,1,0.0036977202804856,0,0,0,0.0,Low
146.185.138.203,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053,0,1,0.0022868837414865,0,0,0,0.0,Low
146.185.149.152,81,63,40.5,0.5094339622641509,1.9875,77,77,0,0.0,0.0,0.0,1.0,0.0,5,0,0,0.0,0.0,0.0,1,0.1353413456109303,0,1,0.0592078511149731,0,0,0,0.0,Low
146.185.154.135,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053,0,1,0.0022868837414865,0,0,0,0.0,Low
147.135.11.116,2,1,1.0,0.0125786163522012,159.0,2,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2610093712287101,0,1,0.0040567000524053,0,0,0,0.0,Low
147.135.128.130,46,46,46.0,0.5679012345679012,1.8,44,44,0,0.0,0.0,0.0,1.0,0.0,3,0,0,0.0,0.0,0.0,1,0.1789663086533151,0,1,0.0279816157517804,0,0,0,0.0,Low
149.202.166.112,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2745855554154426,0,1,0.0021274561347543,0,0,0,0.0,Low
149.202.184.84,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053,0,1,0.0022868837414865,0,0,0,0.0,Low
149.56.96.135,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731,0,1,0.0023729166104672,0,0,0,0.0,Low
151.233.98.169,3,2,1.5,0.0303030303030303,49.5,3,7,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2705233410561919,0,1,0.0027963866722915,0,0,0,0.0,Low
151.234.26.133,2,2,2.0,0.2,10.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2742938169918009,0,1,0.001844179854469,0,0,0,0.0,Low
151.235.102.64,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731,0,1,0.0023729166104672,0,0,0,0.0,Low
151.235.137.158,4,2,1.3333333333333333,0.0019314340898116,690.3333333333334,4,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2284269342432268,0,1,0.0287853654243676,0,0,0,0.0,Low
151.235.21.127,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2663234326004844,0,1,0.0024769893889066,0,0,0,0.0,Low
151.235.26.216,14,14,14.0,7.0,0.1538461538461538,7,15,0,0.0,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.1850403117429261,0,1,0.1725908003500424,0,0,0,0.0,Low
151.238.148.138,3,3,3.0,0.1153846153846153,13.0,3,15,0,0.6666666666666666,1.0,1.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.0677517538573365,-1,1,0.5776688067774082,0,1,0,0.3,Medium
151.238.157.22,10,10,10.0,0.8333333333333334,1.3333333333333333,10,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2477522306806096,0,1,0.0031724989210338,0,0,0,0.0,Low
151.238.166.6,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2745855554154426,0,1,0.002127453170405,0,0,0,0.0,Low
151.238.242.237,21,21,21.0,0.3818181818181818,2.75,21,25,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2238861412135293,0,1,0.0068019643087779,0,0,0,0.0,Low
151.238.244.186,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2745855554154426,0,1,0.0021274561347543,0,0,0,0.0,Low
151.238.248.189,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053,0,1,0.0022868837414865,0,0,0,0.0,Low
151.239.139.199,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2468344758987808,0,1,0.0160075763498119,0,0,0,0.0,Low
151.239.147.192,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053,0,1,0.0022868837414865,0,0,0,0.0,Low
151.239.150.233,2,2,2.0,0.3333333333333333,6.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2750249841454396,0,1,0.0013787262874784,0,0,0,0.0,Low
151.239.157.48,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2745855554154426,0,1,0.0021274561347543,0,0,0,0.0,Low
151.239.180.204,46,46,46.0,0.6052631578947368,1.6888888888888889,44,43,0,0.0,0.0,0.0,1.0,0.0,3,0,0,0.0,0.0,0.0,1,0.1786246651713691,0,1,0.0273754276962714,0,0,0,0.0,Low
151.239.183.138,2,2,2.0,0.25,8.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2750249841454396,0,1,0.0016212509952278,0,0,0,0.0,Low
151.239.186.14,63,63,63.0,0.6176470588235294,1.6451612903225807,55,27,0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,1,0.1107557296458606,0,1,0.1859309957982255,0,0,0,0.0,Low
151.239.191.244,15,14,7.5,0.0949367088607595,11.285714285714286,13,25,0,0.0,0.0,0.0,1.0,0.0,3,0,0,0.0,0.0,0.0,1,0.2301090656252463,0,1,0.0063406908980964,0,0,0,0.0,Low
151.239.23.76,6,3,2.0,0.0041637751561415,288.2,6,14,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2466711513152722,0,1,0.0071532337869522,0,0,0,0.0,Low
151.242.167.145,2,2,2.0,0.0149253731343283,134.0,2,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2670985524494724,0,1,0.0038275984327953,0,0,0,0.0,Low
151.242.96.92,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.247632916315243,0,1,0.016137684093879,0,0,0,0.0,Low
151.243.16.238,4,2,2.0,0.0123456790123456,108.0,4,11,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2662332308906213,0,1,0.0032595467294311,0,0,0,0.0,Low
151.25.29.64,1,1,1.0,1.0,0.0,1,7,0,1.0,0.0,0.0,0.0,0.0,1,1,0,0.0,1.0,0.0,-1,-0.0022919523847049,-1,-1,3.7578344859519386,1,1,1,1.0,Critical
152.44.37.82,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053,0,1,0.0022868837414865,0,0,0,0.0,Low
152.44.40.124,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2745855554154426,0,1,0.0021274561347543,0,0,0,0.0,Low
152.44.40.16,2,2,2.0,0.0202020202020202,99.0,2,6,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.268540657493321,0,1,0.0035145619757144,0,0,0,0.0,Low
154.59.47.31,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053,0,1,0.0022868837414865,0,0,0,0.0,Low
157.55.13.64,1,1,1.0,1.0,0.0,1,1,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1684435163298029,0,1,0.1147182495001253,0,0,0,0.0,Low
157.55.39.114,1,1,1.0,1.0,0.0,1,13,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1757168856516598,0,1,0.113421190337889,0,0,0,0.0,Low
157.55.39.164,2,1,1.0,0.0004971414367387,4023.0,2,8,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1507044590202543,0,1,0.0866220753347492,0,0,0,0.0,Low
157.55.39.175,48,17,6.857142857142857,0.0067179846046186,152.0212765957447,48,60,0,0.0,1.0,1.0,0.0416666666666666,0.0,1,0,0,0.0,0.0,0.0,1,0.0646889591890763,0,1,0.135452781820971,0,0,0,0.0,Low
157.55.39.220,842,77,52.625,0.1880723698905517,5.323424494649228,829,646,5,0.02,1.0,1.0,0.0201900237529691,0.0,2,10,0,0.0,1.0,457.8888888888889,-1,-0.1853716303441226,-1,1,1.1794613447997435,1,1,0,0.7,High
157.55.39.236,87,12,4.142857142857143,0.0106761565836298,94.75581395348836,87,111,0,0.0,1.0,1.0,0.0229885057471264,0.0,1,0,0,0.0,0.0,0.0,1,0.0314282279560883,0,1,0.1827924159212993,0,0,0,0.0,Low
157.55.39.245,780,94,37.142857142857146,0.1150103214391035,8.706033376123235,763,723,12,0.1111111111111111,1.0,1.0,0.0307692307692307,0.0,2,5,0,0.0,1.0,546.0,-1,-0.1890858709375052,-1,1,1.807821013363024,1,1,0,0.7,High
157.55.39.28,2,1,1.0,0.0015384615384615,1300.0,1,0,0,0.0,1.0,1.0,0.0,0.0,2,0,0,0.0,0.0,0.0,1,0.1550067252040824,0,1,0.0270340157149264,0,0,0,0.0,Low
158.58.102.245,2,1,1.0,0.0434782608695652,46.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2702603446693277,0,1,0.0028370163636335,0,0,0,0.0,Low
158.58.52.65,11,11,11.0,2.75,0.4,6,13,8,0.7272727272727273,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.04641643756342,0,1,0.6708357471593056,0,0,0,0.0,Low
158.58.86.170,4,4,4.0,0.0363636363636363,36.66666666666666,4,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2674558657900077,0,1,0.0032519676956158,0,0,0,0.0,Low
